,op_name,tensor_idx,num_elements,stddev,mean_error,max_abs_error,mean_squared_error,scale,zero_point,tensor_name,range,rmse/scale
147,RESIZE_NEAREST_NEIGHBOR,898,369664.0,0.0,0.0,0.0,0.0,0.15104067,-100,model_1/up_sampling2d_1/resize/ResizeNearestNeighbor,38.51537085,0.0
148,CONCATENATION,902,1108992.0,0.0,0.0,0.0,0.0,0.15104067,-100,model_1/concatenate_1/concat,38.51537085,0.0
149,CONV_2D,906,369664.0,0.036399744,0.00010600045,0.11709429,0.00132497,0.124001674,-36,model_1/bnorm_87/FusedBatchNormV3;model_1/conv_104/Conv2D;model_1/conv_87/Conv2D,31.620426870000003,0.29354553199320665
150,LEAKY_RELU,910,369664.0,0.023856439,-0.010128918,0.0512129,0.00067180145,0.08360362,-114,model_1/leaky_87/LeakyRelu,21.3189231,0.3100240503275685
151,CONV_2D,914,739328.0,0.047648583,0.00018226048,0.12494537,0.0022704268,0.16437863,-13,model_1/bnorm_88/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_88/Conv2D,41.91655065,0.2898734208464115
152,LEAKY_RELU,918,739328.0,0.02840228,-0.0034567022,0.060771015,0.0008187286,0.09738192,-109,model_1/leaky_88/LeakyRelu,24.8323896,0.2938269640593369
153,CONV_2D,922,369664.0,0.05848507,5.4246597e-05,0.14559823,0.003420521,0.20229028,6,model_1/bnorm_89/FusedBatchNormV3;model_1/conv_104/Conv2D;model_1/conv_89/Conv2D,51.5840214,0.28911532652597854
154,LEAKY_RELU,926,369664.0,0.032218575,-0.0052521783,0.06614748,0.0010677008,0.10660583,-103,model_1/leaky_89/LeakyRelu,27.18448665,0.30650942139302356
155,CONV_2D,930,739328.0,0.055112597,-5.2609445e-05,0.16925511,0.0030374073,0.19043702,-7,model_1/bnorm_90/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_90/Conv2D,48.561440100000006,0.2894010745112825
156,LEAKY_RELU,934,739328.0,0.032099836,-0.0024943994,0.0662517,0.0010371801,0.10929259,-107,model_1/leaky_90/LeakyRelu,27.86961045,0.29467030310933306
157,CONV_2D,938,369664.0,0.05236949,0.00012571158,0.13741706,0.0027425918,0.18097,2,model_1/bnorm_91/FusedBatchNormV3;model_1/conv_104/Conv2D;model_1/conv_91/Conv2D,46.147349999999996,0.2893836567300429
158,LEAKY_RELU,942,369664.0,0.026094973,0.009703863,0.059445355,0.00077601406,0.09823527,-104,model_1/leaky_91/LeakyRelu,25.04999385,0.2835746154667045
159,CONV_2D,946,739328.0,0.037150096,-5.9373033e-06,0.16704161,0.0013801539,0.12530641,-16,model_1/bnorm_92/FusedBatchNormV3;model_1/conv_92/Conv2D,31.95313455,0.2964766336265846
160,LEAKY_RELU,950,739328.0,0.021918446,0.00075976073,0.04316368,0.00048108498,0.07568965,-109,model_1/leaky_92/LeakyRelu,19.30086075,0.28978399941254535
