,0
1277,68.74502560750845
1278,68.78258379840996
1279,68.7887601051044
1280,68.6705141569687
1281,68.89584151822078
1282,68.35356639946158
1283,68.65015078695073
1284,68.3528226020037
1285,68.72837904428152
1286,68.70819320472386
1287,68.60797830482169
1288,68.32226130689799
1289,68.66780191008954
1290,68.7304903890917
1291,68.53836583858485
1292,68.56223701117024
1293,68.58639249873644
1294,68.70689248578341
1295,68.7252561149479
1296,68.56924908994911
1297,68.66951052137996
1298,68.63806255026932
1299,68.68576003092763
1300,68.75760083792971
1301,68.64211622834104
1302,68.61576548246526
1303,68.73101104417671
1304,68.66617796231179
1305,68.4992876453188
1306,68.77816521776181
1307,68.34882406463065
1308,68.53128759949081
1309,68.49750268300465
1310,68.5563626913278
1311,68.71395218504026
1312,68.7054639731372
1313,68.63706162328356
1314,68.39976634260806
1315,68.67297288767986
1316,68.4715536919472
1317,68.49289413643564
1318,68.45865558867595
1319,68.82481358774791
1320,68.60455216571155
1321,68.71725687837123
1322,68.6631058138968
1323,68.66843505212248
1324,68.67683640409219
1325,68.77052305969002
1326,68.7024463042855
1327,68.77756318826995
1328,68.64720352500399
1329,68.38980304054168
1330,68.22407969780683
1331,68.33596176770588
1332,68.7743866995925
1333,68.70256392512313
1334,68.72895830749604
1335,68.57718062596902
1336,68.38949241865055
1337,68.60956259633332
1338,68.72113154214568
1339,68.64917274805545
1340,68.72109399405592
1341,68.70280003952607
1342,68.44568816494491
1343,68.62131808244463
1344,68.72880199531818
1345,68.77989137882832
1346,68.8688872215874
1347,68.69524474115505
1348,68.6198275284568
1349,68.80406356983785
1350,68.75315675444497
1351,68.59957043028345
1352,68.64413610516677
1353,68.66501177725517
1354,68.4569861506601
1355,68.52671739494966
1356,68.50077338476915
1357,68.708123464627
1358,68.7267674148019
1359,68.6839710445982
1360,68.65711194434283
1361,68.65828670254263
1362,68.55744722389147
